id,month,year,url,pgn,time_control,rated,time_class,rules,white_rating,white_result,white_username,black_rating,black_result,black_username
0,02,2021,https://www.chess.com/game/live/6480388093,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""Quan-Legion-Doan""]
[Black ""rumit01""]
[Result ""0-1""]
[CurrentPosition ""8/8/3R4/1P6/2kb1PP1/5p1P/8/3r1K2 w - -""]
[Timezone ""UTC""]
[ECO ""B07""]
[ECOUrl ""https://www.chess.com/openings/Pirc-Defense-2.d4-c6-3.Nf3""]
[UTCDate ""2021.02.07""]
[UTCTime ""15:05:08""]
[WhiteElo ""243""]
[BlackElo ""461""]
[TimeControl ""600""]
[Termination ""rumit01 won by checkmate""]
[StartTime ""15:05:08""]
[EndDate ""2021.02.07""]
[EndTime ""15:17:40""]
[Link ""https://www.chess.com/game/live/6480388093""]

1. e4 {[%clk 0:09:59.9]} 1... d6 {[%clk 0:09:55.2]} 2. Nf3 {[%clk 0:09:56.9]} 2... c6 {[%clk 0:09:53.2]} 3. d4 {[%clk 0:09:45.6]} 3... d5 {[%clk 0:09:51]} 4. Nc3 {[%clk 0:09:41]} 4... Nf6 {[%clk 0:09:47.3]} 5. e5 {[%clk 0:09:31]} 5... Ng4 {[%clk 0:09:27.5]} 6. Nd2 {[%clk 0:09:09.6]} 6... b6 {[%clk 0:09:24]} 7. h3 {[%clk 0:08:58.4]} 7... Nh6 {[%clk 0:09:15.9]} 8. Be2 {[%clk 0:08:52.2]} 8... c5 {[%clk 0:09:07.3]} 9. Nf3 {[%clk 0:08:27.8]} 9... Nc6 {[%clk 0:08:54.7]} 10. Bf4 {[%clk 0:07:44.4]} 10... cxd4 {[%clk 0:08:46]} 11. Nb5 {[%clk 0:07:15.3]} 11... a6 {[%clk 0:08:40.5]} 12. Nbxd4 {[%clk 0:06:57.9]} 12... g5 {[%clk 0:08:32.6]} 13. Nxc6 {[%clk 0:06:44.8]} 13... gxf4 {[%clk 0:08:24.4]} 14. Nxd8 {[%clk 0:06:43]} 14... Kxd8 {[%clk 0:08:22.7]} 15. Qxd5+ {[%clk 0:06:32.3]} 15... Kc7 {[%clk 0:08:15.5]} 16. Qxa8 {[%clk 0:06:29.3]} 16... Bb7 {[%clk 0:08:09.4]} 17. Qxa6 {[%clk 0:06:17.8]} 17... Bxa6 {[%clk 0:08:06]} 18. Bxa6 {[%clk 0:06:16.1]} 18... Bg7 {[%clk 0:08:00.7]} 19. O-O {[%clk 0:06:14.1]} 19... Ra8 {[%clk 0:07:58.5]} 20. Bd3 {[%clk 0:06:10.4]} 20... Rd8 {[%clk 0:07:55.4]} 21. Bxh7 {[%clk 0:06:08.1]} 21... Rh8 {[%clk 0:07:51.2]} 22. Bd3 {[%clk 0:05:58.7]} 22... Rd8 {[%clk 0:07:45.7]} 23. b4 {[%clk 0:05:51]} 23... f6 {[%clk 0:07:40.1]} 24. c4 {[%clk 0:05:42.6]} 24... Rxd3 {[%clk 0:07:31.7]} 25. Rad1 {[%clk 0:05:30.7]} 25... Ra3 {[%clk 0:07:21.5]} 26. Rd2 {[%clk 0:05:23.5]} 26... fxe5 {[%clk 0:07:17]} 27. Rfd1 {[%clk 0:05:18.8]} 27... e4 {[%clk 0:07:10.1]} 28. Rd7+ {[%clk 0:05:16.8]} 28... Kc6 {[%clk 0:06:54.5]} 29. b5+ {[%clk 0:05:13.3]} 29... Kc5 {[%clk 0:06:43.6]} 30. Rxe7 {[%clk 0:04:56.3]} 30... Bb2 {[%clk 0:06:27.1]} 31. Rc7+ {[%clk 0:04:37.9]} 31... Kb4 {[%clk 0:06:15.1]} 32. Rc6 {[%clk 0:04:22.2]} 32... Nf5 {[%clk 0:06:07.3]} 33. g4 {[%clk 0:04:16.5]} 33... Ne3 {[%clk 0:05:25.2]} 34. fxe3 {[%clk 0:04:00.8]} 34... exf3 {[%clk 0:05:23.4]} 35. exf4 {[%clk 0:03:56.1]} 35... Rxa2 {[%clk 0:05:18.7]} 36. Rxb6 {[%clk 0:03:49.1]} 36... Kxc4 {[%clk 0:05:14.3]} 37. Rd2 {[%clk 0:03:32.1]} 37... Bd4+ {[%clk 0:05:08.7]} 38. Kf1 {[%clk 0:03:12.9]} 38... Rxd2 {[%clk 0:05:05.8]} 39. Rd6 {[%clk 0:02:58.4]} 39... Rd1# {[%clk 0:04:49.8]} 0-1
",600,True,rapid,chess,243,checkmated,Quan-Legion-Doan,461,win,rumit01
1,02,2021,https://www.chess.com/game/live/6480501639,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""rumit01""]
[Black ""Quan-Legion-Doan""]
[Result ""1-0""]
[CurrentPosition ""r1b1k2r/ppp2ppp/1bn5/4p1B1/1P6/1Q3P2/P3N1PP/4K2R b KQkq -""]
[Timezone ""UTC""]
[ECO ""D00""]
[ECOUrl ""https://www.chess.com/openings/Queens-Pawn-Opening-1...d5-2.e3""]
[UTCDate ""2021.02.07""]
[UTCTime ""15:18:01""]
[WhiteElo ""475""]
[BlackElo ""182""]
[TimeControl ""600""]
[Termination ""rumit01 won by resignation""]
[StartTime ""15:18:01""]
[EndDate ""2021.02.07""]
[EndTime ""15:21:18""]
[Link ""https://www.chess.com/game/live/6480501639""]

1. d4 {[%clk 0:10:00]} 1... d5 {[%clk 0:10:00]} 2. e3 {[%clk 0:09:55.1]} 2... Nc6 {[%clk 0:09:58.2]} 3. f3 {[%clk 0:09:48.7]} 3... e5 {[%clk 0:09:53.2]} 4. e4 {[%clk 0:09:45.7]} 4... Nf6 {[%clk 0:09:51.1]} 5. exd5 {[%clk 0:09:39.6]} 5... Nxd5 {[%clk 0:09:49]} 6. Bc4 {[%clk 0:09:31.5]} 6... Bb4+ {[%clk 0:09:45]} 7. c3 {[%clk 0:09:22.1]} 7... Ba5 {[%clk 0:09:43.2]} 8. Bxd5 {[%clk 0:09:18.8]} 8... Qxd5 {[%clk 0:09:41.4]} 9. b4 {[%clk 0:09:10.9]} 9... Bb6 {[%clk 0:09:34.1]} 10. c4 {[%clk 0:09:04.9]} 10... Qxc4 {[%clk 0:09:19.4]} 11. Nd2 {[%clk 0:09:01.1]} 11... Qxd4 {[%clk 0:09:07.9]} 12. Ne2 {[%clk 0:08:45.9]} 12... Qxa1 {[%clk 0:09:04.9]} 13. Nb3 {[%clk 0:08:36.6]} 13... Qb1 {[%clk 0:08:46.8]} 14. Bg5 {[%clk 0:08:25]} 14... Qxb3 {[%clk 0:08:37.4]} 15. Qxb3 {[%clk 0:08:22.8]} 1-0
",600,True,rapid,chess,475,win,rumit01,182,resigned,Quan-Legion-Doan
2,02,2021,https://www.chess.com/game/live/6480533740,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""Quan-Legion-Doan""]
[Black ""rumit01""]
[Result ""1-0""]
[CurrentPosition ""r1bq1bnr/pp1n2kp/2p2p2/3p1NpQ/3P4/2NB4/PPP2PPP/R1B1R1K1 b - -""]
[Timezone ""UTC""]
[ECO ""B07""]
[ECOUrl ""https://www.chess.com/openings/Pirc-Defense-2.d4-c6-3.Nf3""]
[UTCDate ""2021.02.07""]
[UTCTime ""15:21:33""]
[WhiteElo ""364""]
[BlackElo ""434""]
[TimeControl ""600""]
[Termination ""Quan-Legion-Doan won by checkmate""]
[StartTime ""15:21:33""]
[EndDate ""2021.02.07""]
[EndTime ""15:23:51""]
[Link ""https://www.chess.com/game/live/6480533740""]

1. e4 {[%clk 0:10:00]} 1... d6 {[%clk 0:10:00]} 2. d4 {[%clk 0:09:45]} 2... c6 {[%clk 0:09:52.6]} 3. Nf3 {[%clk 0:09:43.5]} 3... d5 {[%clk 0:09:50.4]} 4. Nc3 {[%clk 0:09:40.7]} 4... f6 {[%clk 0:09:41.1]} 5. exd5 {[%clk 0:09:34.5]} 5... e6 {[%clk 0:09:35]} 6. Bd3 {[%clk 0:09:23.3]} 6... exd5 {[%clk 0:09:30.4]} 7. O-O {[%clk 0:09:09.1]} 7... Nd7 {[%clk 0:09:18.4]} 8. Re1+ {[%clk 0:09:04]} 8... Kf7 {[%clk 0:09:14.9]} 9. Nh4 {[%clk 0:08:52.8]} 9... g5 {[%clk 0:09:07.7]} 10. Qh5+ {[%clk 0:08:45.7]} 10... Kg7 {[%clk 0:09:02.9]} 11. Nf5# {[%clk 0:08:44.4]} 1-0
",600,True,rapid,chess,364,win,Quan-Legion-Doan,434,checkmated,rumit01
3,02,2021,https://www.chess.com/game/live/6480556645,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""rumit01""]
[Black ""Quan-Legion-Doan""]
[Result ""1-0""]
[CurrentPosition ""r1bqkb1r/2p1np1p/p4Np1/1p1Pp3/1PP5/P3P3/5PPP/R1BQKB1R b KQkq -""]
[Timezone ""UTC""]
[ECO ""D02""]
[ECOUrl ""https://www.chess.com/openings/Queens-Pawn-Opening-Zukertort-Chigorin-Variation-3.e3""]
[UTCDate ""2021.02.07""]
[UTCTime ""15:24:06""]
[WhiteElo ""455""]
[BlackElo ""295""]
[TimeControl ""600""]
[Termination ""rumit01 won by checkmate""]
[StartTime ""15:24:06""]
[EndDate ""2021.02.07""]
[EndTime ""15:29:32""]
[Link ""https://www.chess.com/game/live/6480556645""]

1. d4 {[%clk 0:10:00]} 1... d5 {[%clk 0:10:00]} 2. Nf3 {[%clk 0:09:57.2]} 2... Nc6 {[%clk 0:09:52.3]} 3. e3 {[%clk 0:09:42.1]} 3... e5 {[%clk 0:09:49.6]} 4. Nc3 {[%clk 0:09:32.7]} 4... Nf6 {[%clk 0:09:27.7]} 5. a3 {[%clk 0:09:19.8]} 5... a6 {[%clk 0:09:02.3]} 6. b4 {[%clk 0:09:16.9]} 6... b5 {[%clk 0:08:58.2]} 7. Ng5 {[%clk 0:08:49.4]} 7... Ne4 {[%clk 0:08:25.4]} 8. Nxd5 {[%clk 0:08:37.2]} 8... Qxd5 {[%clk 0:08:12.6]} 9. c4 {[%clk 0:08:26.6]} 9... Qd8 {[%clk 0:07:40.5]} 10. Nxe4 {[%clk 0:08:20.8]} 10... g6 {[%clk 0:07:01.1]} 11. d5 {[%clk 0:08:18.1]} 11... Ne7 {[%clk 0:06:39.7]} 12. Nf6# {[%clk 0:08:00.4]} 1-0
",600,True,rapid,chess,455,win,rumit01,295,checkmated,Quan-Legion-Doan
4,02,2021,https://www.chess.com/game/live/6480608299,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""Quan-Legion-Doan""]
[Black ""rumit01""]
[Result ""0-1""]
[CurrentPosition ""Nr1k1br1/p4p1p/4bp2/q1pp4/B7/1P1Q3P/P1P2PP1/R1B2RK1 w - -""]
[Timezone ""UTC""]
[ECO ""B00""]
[ECOUrl ""https://www.chess.com/openings/Nimzowitsch-Defense-2.Nc3-Nf6-3.d4""]
[UTCDate ""2021.02.07""]
[UTCTime ""15:29:52""]
[WhiteElo ""253""]
[BlackElo ""470""]
[TimeControl ""600""]
[Termination ""rumit01 won by resignation""]
[StartTime ""15:29:52""]
[EndDate ""2021.02.07""]
[EndTime ""15:37:58""]
[Link ""https://www.chess.com/game/live/6480608299""]

1. e4 {[%clk 0:10:00]} 1... Nc6 {[%clk 0:10:00]} 2. Nc3 {[%clk 0:09:53.5]} 2... Nf6 {[%clk 0:09:55.4]} 3. d4 {[%clk 0:09:51.9]} 3... e6 {[%clk 0:09:48.6]} 4. e5 {[%clk 0:09:37.3]} 4... d6 {[%clk 0:09:31.6]} 5. exf6 {[%clk 0:09:35.3]} 5... gxf6 {[%clk 0:09:26.4]} 6. Nf3 {[%clk 0:09:28]} 6... e5 {[%clk 0:09:21]} 7. Be2 {[%clk 0:09:09.5]} 7... exd4 {[%clk 0:09:15.7]} 8. Nxd4 {[%clk 0:09:04.9]} 8... Nxd4 {[%clk 0:09:04.8]} 9. Qxd4 {[%clk 0:09:03.9]} 9... c5 {[%clk 0:09:00.3]} 10. Qe3+ {[%clk 0:08:50.4]} 10... Be6 {[%clk 0:08:36.8]} 11. h3 {[%clk 0:08:38.1]} 11... Rg8 {[%clk 0:08:26.2]} 12. O-O {[%clk 0:08:28.7]} 12... Rc8 {[%clk 0:08:11.5]} 13. Bb5+ {[%clk 0:08:25.5]} 13... Rc6 {[%clk 0:07:59.6]} 14. Ba4 {[%clk 0:07:55.9]} 14... b5 {[%clk 0:07:55.8]} 15. Nxb5 {[%clk 0:07:26.6]} 15... Qa5 {[%clk 0:07:43.9]} 16. b3 {[%clk 0:07:19.9]} 16... Rb6 {[%clk 0:07:37]} 17. Qd3 {[%clk 0:06:40.6]} 17... d5 {[%clk 0:07:09.1]} 18. Nc7+ {[%clk 0:06:26.4]} 18... Kd8 {[%clk 0:07:00.3]} 19. Na8 {[%clk 0:05:35.7]} 19... Rb8 {[%clk 0:06:49.4]} 0-1
",600,True,rapid,chess,253,resigned,Quan-Legion-Doan,470,win,rumit01
5,02,2021,https://www.chess.com/game/live/6480684859,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""rumit01""]
[Black ""Quan-Legion-Doan""]
[Result ""1-0""]
[CurrentPosition ""8/8/r7/3kP1P1/7R/2K1P3/8/8 b - -""]
[Timezone ""UTC""]
[ECO ""A00""]
[ECOUrl ""https://www.chess.com/openings/Van-Geet-Opening-Reversed-Nimzowitsch-Variation""]
[UTCDate ""2021.02.07""]
[UTCTime ""15:38:19""]
[WhiteElo ""482""]
[BlackElo ""224""]
[TimeControl ""600""]
[Termination ""rumit01 won by resignation""]
[StartTime ""15:38:19""]
[EndDate ""2021.02.07""]
[EndTime ""15:50:32""]
[Link ""https://www.chess.com/game/live/6480684859""]

1. Nc3 {[%clk 0:10:00]} 1... e5 {[%clk 0:10:00]} 2. Ne4 {[%clk 0:09:53.8]} 2... Be7 {[%clk 0:09:48.4]} 3. g3 {[%clk 0:09:48.1]} 3... d5 {[%clk 0:09:36.7]} 4. Nc3 {[%clk 0:09:41.4]} 4... Nf6 {[%clk 0:09:34.3]} 5. Nf3 {[%clk 0:09:36.8]} 5... d4 {[%clk 0:09:28.7]} 6. Nb5 {[%clk 0:09:27.4]} 6... e4 {[%clk 0:09:20.9]} 7. Ne5 {[%clk 0:09:20.6]} 7... Nc6 {[%clk 0:08:56]} 8. e3 {[%clk 0:09:11.6]} 8... Nxe5 {[%clk 0:08:51.9]} 9. Nxd4 {[%clk 0:09:02.7]} 9... a6 {[%clk 0:08:33.3]} 10. Nf5 {[%clk 0:09:00.6]} 10... Bc5 {[%clk 0:08:08.8]} 11. Nxg7+ {[%clk 0:08:52.9]} 11... Ke7 {[%clk 0:07:35.2]} 12. a3 {[%clk 0:08:47.1]} 12... Rg8 {[%clk 0:07:27.5]} 13. Nf5+ {[%clk 0:08:37.6]} 13... Bxf5 {[%clk 0:07:24.1]} 14. f4 {[%clk 0:08:30.6]} 14... Bg4 {[%clk 0:07:16.7]} 15. Be2 {[%clk 0:08:14.5]} 15... Bf3 {[%clk 0:07:02.6]} 16. fxe5 {[%clk 0:08:10.2]} 16... Bxe2 {[%clk 0:06:36.8]} 17. Qxe2 {[%clk 0:08:00.8]} 17... Nd7 {[%clk 0:06:23.7]} 18. b4 {[%clk 0:07:52.5]} 18... Bb6 {[%clk 0:06:21.6]} 19. d3 {[%clk 0:07:40.5]} 19... Nxe5 {[%clk 0:06:09.2]} 20. dxe4 {[%clk 0:07:36.1]} 20... a5 {[%clk 0:06:03.8]} 21. bxa5 {[%clk 0:07:32.7]} 21... Bxa5+ {[%clk 0:06:02.3]} 22. Bd2 {[%clk 0:07:29.3]} 22... Nd3+ {[%clk 0:05:55.8]} 23. Qxd3 {[%clk 0:07:20.4]} 23... Qxd3 {[%clk 0:05:47.1]} 24. cxd3 {[%clk 0:07:17.7]} 24... Bxd2+ {[%clk 0:05:31.5]} 25. Kxd2 {[%clk 0:07:15.6]} 25... c5 {[%clk 0:05:19.8]} 26. Rab1 {[%clk 0:07:12.4]} 26... Rab8 {[%clk 0:05:14.5]} 27. d4 {[%clk 0:07:03.7]} 27... b6 {[%clk 0:05:11.3]} 28. dxc5 {[%clk 0:06:58.4]} 28... Rgd8+ {[%clk 0:04:49.9]} 29. Kc2 {[%clk 0:06:50.8]} 29... bxc5 {[%clk 0:04:45.2]} 30. Rxb8 {[%clk 0:06:45.3]} 30... Rxb8 {[%clk 0:04:43.8]} 31. Rb1 {[%clk 0:06:42.7]} 31... Rc8 {[%clk 0:04:35]} 32. a4 {[%clk 0:06:38.6]} 32... Rc7 {[%clk 0:04:30.5]} 33. a5 {[%clk 0:06:34.5]} 33... c4 {[%clk 0:04:26.9]} 34. a6 {[%clk 0:06:30.3]} 34... f6 {[%clk 0:04:23.1]} 35. Ra1 {[%clk 0:06:24.3]} 35... Ra7 {[%clk 0:04:18.6]} 36. Kb2 {[%clk 0:06:18.9]} 36... Kd6 {[%clk 0:04:17.4]} 37. h4 {[%clk 0:06:15.3]} 37... Kc5 {[%clk 0:04:16]} 38. g4 {[%clk 0:06:09.2]} 38... Kb4 {[%clk 0:04:12]} 39. g5 {[%clk 0:05:58]} 39... c3+ {[%clk 0:04:10.7]} 40. Kc2 {[%clk 0:05:50.8]} 40... fxg5 {[%clk 0:04:02]} 41. hxg5 {[%clk 0:05:48.9]} 41... Kc4 {[%clk 0:03:57.1]} 42. e5 {[%clk 0:05:42.8]} 42... h5 {[%clk 0:03:51.6]} 43. Ra4+ {[%clk 0:05:24.9]} 43... Kb5 {[%clk 0:03:44.6]} 44. Ra3 {[%clk 0:05:21.1]} 44... Kb4 {[%clk 0:03:38.3]} 45. Ra1 {[%clk 0:05:16.7]} 45... h4 {[%clk 0:03:34.4]} 46. Rb1+ {[%clk 0:05:13.6]} 46... Kc4 {[%clk 0:03:31.7]} 47. Rh1 {[%clk 0:04:58.9]} 47... Rxa6 {[%clk 0:03:28.8]} 48. Rxh4+ {[%clk 0:04:57]} 48... Kd5 {[%clk 0:03:19]} 49. Kxc3 {[%clk 0:04:54.9]} 1-0
",600,True,rapid,chess,482,win,rumit01,224,resigned,Quan-Legion-Doan
6,02,2021,https://www.chess.com/game/live/6480806669,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""danielcentellas""]
[Black ""Quan-Legion-Doan""]
[Result ""1-0""]
[CurrentPosition ""r3k2r/1pp1bppp/p1n5/1B1Qp1N1/5Pb1/8/PPPP2PP/R1B1K2R b KQkq -""]
[Timezone ""UTC""]
[ECO ""C28""]
[ECOUrl ""https://www.chess.com/openings/Vienna-Game-Falkbeer-Vienna-Gambit-3...d6-4.Nf3""]
[UTCDate ""2021.02.07""]
[UTCTime ""15:51:23""]
[WhiteElo ""288""]
[BlackElo ""175""]
[TimeControl ""600""]
[Termination ""danielcentellas won by resignation""]
[StartTime ""15:51:23""]
[EndDate ""2021.02.07""]
[EndTime ""15:55:48""]
[Link ""https://www.chess.com/game/live/6480806669""]

1. e4 {[%clk 0:09:50]} 1... e5 {[%clk 0:09:57.2]} 2. Nc3 {[%clk 0:09:47.3]} 2... Nf6 {[%clk 0:09:48.5]} 3. f4 {[%clk 0:09:44.1]} 3... d6 {[%clk 0:09:39.8]} 4. Nf3 {[%clk 0:09:33.2]} 4... Nc6 {[%clk 0:09:33.4]} 5. Bb5 {[%clk 0:09:31.4]} 5... a6 {[%clk 0:09:24.2]} 6. Qe2 {[%clk 0:09:18]} 6... Be7 {[%clk 0:08:38.9]} 7. Ng5 {[%clk 0:09:05]} 7... Bg4 {[%clk 0:08:17.1]} 8. Qc4 {[%clk 0:08:43]} 8... d5 {[%clk 0:07:52]} 9. exd5 {[%clk 0:08:39.6]} 9... Qxd5 {[%clk 0:07:38]} 10. Nxd5 {[%clk 0:08:34.4]} 10... Nxd5 {[%clk 0:07:34.4]} 11. Qxd5 {[%clk 0:08:29.3]} 1-0
",600,True,rapid,chess,288,win,danielcentellas,175,resigned,Quan-Legion-Doan
7,02,2021,https://www.chess.com/game/live/6480849927,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""Quan-Legion-Doan""]
[Black ""Skirmisherr""]
[Result ""0-1""]
[CurrentPosition ""N3k2r/pp1b1p1p/2pb1np1/2n5/4P3/5P2/PPP1B1PP/5RK1 w - -""]
[Timezone ""UTC""]
[ECO ""C41""]
[ECOUrl ""https://www.chess.com/openings/Philidor-Defense-Nimzowitsch-Variation-4.Nc3""]
[UTCDate ""2021.02.07""]
[UTCTime ""15:56:01""]
[WhiteElo ""134""]
[BlackElo ""287""]
[TimeControl ""600""]
[Termination ""Skirmisherr won by resignation""]
[StartTime ""15:56:01""]
[EndDate ""2021.02.07""]
[EndTime ""16:01:42""]
[Link ""https://www.chess.com/game/live/6480849927""]

1. e4 {[%clk 0:09:59]} 1... e5 {[%clk 0:09:57]} 2. Nc3 {[%clk 0:09:54.7]} 2... Nf6 {[%clk 0:09:52.5]} 3. d4 {[%clk 0:09:36.7]} 3... d6 {[%clk 0:09:48.1]} 4. Nf3 {[%clk 0:09:31.1]} 4... Be6 {[%clk 0:09:35.9]} 5. dxe5 {[%clk 0:09:07.2]} 5... dxe5 {[%clk 0:09:32.2]} 6. Nxe5 {[%clk 0:09:06.1]} 6... Bd6 {[%clk 0:09:21.4]} 7. Nb5 {[%clk 0:08:36.1]} 7... Bxe5 {[%clk 0:09:18.9]} 8. Qxd8+ {[%clk 0:08:20.3]} 8... Kxd8 {[%clk 0:09:15.1]} 9. Be3 {[%clk 0:07:56.9]} 9... c6 {[%clk 0:09:07.2]} 10. Rd1+ {[%clk 0:07:53.7]} 10... Ke8 {[%clk 0:08:57.2]} 11. Nc7+ {[%clk 0:07:51.2]} 11... Kf8 {[%clk 0:08:48.1]} 12. Nxa8 {[%clk 0:07:49.3]} 12... Bd7 {[%clk 0:08:40.2]} 13. Bc5+ {[%clk 0:07:41.4]} 13... Ke8 {[%clk 0:08:34.5]} 14. Be2 {[%clk 0:07:37.2]} 14... Na6 {[%clk 0:08:18.5]} 15. f3 {[%clk 0:07:25]} 15... Nxc5 {[%clk 0:08:16.7]} 16. O-O {[%clk 0:06:59]} 16... g6 {[%clk 0:07:54.6]} 17. Rd6 {[%clk 0:06:48.9]} 17... Bxd6 {[%clk 0:07:47.8]} 0-1
",600,True,rapid,chess,134,resigned,Quan-Legion-Doan,287,win,Skirmisherr
8,02,2021,https://www.chess.com/game/live/6480904103,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""chinatsukanda""]
[Black ""Quan-Legion-Doan""]
[Result ""1-0""]
[CurrentPosition ""rnb2rk1/ppQ2ppp/8/Pp2P3/1P2PB2/5P2/6PP/R3K1NR b KQ -""]
[Timezone ""UTC""]
[ECO ""A45""]
[ECOUrl ""https://www.chess.com/openings/Indian-Game-2.Bf4""]
[UTCDate ""2021.02.07""]
[UTCTime ""16:01:53""]
[WhiteElo ""123""]
[BlackElo ""100""]
[TimeControl ""600""]
[Termination ""chinatsukanda won by resignation""]
[StartTime ""16:01:53""]
[EndDate ""2021.02.07""]
[EndTime ""16:06:01""]
[Link ""https://www.chess.com/game/live/6480904103""]

1. d4 {[%clk 0:10:00]} 1... Nf6 {[%clk 0:09:53.9]} 2. Bf4 {[%clk 0:09:56.5]} 2... e5 {[%clk 0:09:50.1]} 3. dxe5 {[%clk 0:09:51.8]} 3... Ne4 {[%clk 0:09:37.8]} 4. Nc3 {[%clk 0:09:37.7]} 4... d5 {[%clk 0:09:35.8]} 5. Nxd5 {[%clk 0:09:22]} 5... Bb4+ {[%clk 0:09:31.8]} 6. c3 {[%clk 0:09:17]} 6... Ba5 {[%clk 0:09:09.2]} 7. b4 {[%clk 0:09:15.1]} 7... Bb6 {[%clk 0:09:07.8]} 8. a4 {[%clk 0:09:13.6]} 8... c6 {[%clk 0:09:06.7]} 9. a5 {[%clk 0:09:12.5]} 9... Bc7 {[%clk 0:08:57.8]} 10. Nxc7+ {[%clk 0:08:55.7]} 10... Qxc7 {[%clk 0:08:53.6]} 11. f3 {[%clk 0:08:33.4]} 11... Nxc3 {[%clk 0:08:46.1]} 12. Qc1 {[%clk 0:08:11.3]} 12... Nb5 {[%clk 0:08:28.5]} 13. e4 {[%clk 0:08:02.7]} 13... O-O {[%clk 0:08:19.5]} 14. Bxb5 {[%clk 0:07:54.6]} 14... cxb5 {[%clk 0:08:16.5]} 15. Qxc7 {[%clk 0:07:48]} 1-0
",600,True,rapid,chess,123,win,chinatsukanda,100,resigned,Quan-Legion-Doan
9,02,2021,https://www.chess.com/game/live/6480950533,"[Event ""Live Chess""]
[Site ""Chess.com""]
[Date ""2021.02.07""]
[Round ""-""]
[White ""Quan-Legion-Doan""]
[Black ""sunshinebella7""]
[Result ""0-1""]
[CurrentPosition ""r1bqk1nr/2ppb1p1/7p/pp6/3nN3/3Q2B1/PPP2PPP/R3KB1R b KQkq -""]
[Timezone ""UTC""]
[ECO ""C23""]
[ECOUrl ""https://www.chess.com/openings/Vienna-Game-Max-Lange-Fyfe-Philidor-Countergambit""]
[UTCDate ""2021.02.07""]
[UTCTime ""16:06:42""]
[WhiteElo ""100""]
[BlackElo ""148""]
[TimeControl ""600""]
[Termination ""sunshinebella7 won by resignation""]
[StartTime ""16:06:42""]
[EndDate ""2021.02.07""]
[EndTime ""16:10:05""]
[Link ""https://www.chess.com/game/live/6480950533""]

1. e4 {[%clk 0:09:58.9]} 1... e5 {[%clk 0:09:50.2]} 2. Nc3 {[%clk 0:09:56.1]} 2... Nc6 {[%clk 0:09:42.5]} 3. d4 {[%clk 0:09:49.5]} 3... f5 {[%clk 0:09:31.7]} 4. Nf3 {[%clk 0:09:44.2]} 4... exd4 {[%clk 0:09:10.5]} 5. Bg5 {[%clk 0:09:35.5]} 5... Be7 {[%clk 0:08:57.9]} 6. Qd2 {[%clk 0:09:23.7]} 6... h6 {[%clk 0:08:41.5]} 7. Bh4 {[%clk 0:09:16.9]} 7... fxe4 {[%clk 0:08:21]} 8. Nxe4 {[%clk 0:09:07.6]} 8... a5 {[%clk 0:07:59.3]} 9. Bg3 {[%clk 0:09:04.8]} 9... b5 {[%clk 0:07:49]} 10. Nxd4 {[%clk 0:09:01.8]} 10... Nxd4 {[%clk 0:07:46.4]} 11. Qd3 {[%clk 0:09:00.8]} 0-1
",600,True,rapid,chess,100,resigned,Quan-Legion-Doan,148,win,sunshinebella7
